timestamp,equity,cash,quantity,position,halted,close,returns,benchmark_equity,benchmark_returns,drawdown
2026-03-15 14:00:00+00:00,10000.0,10000.0,0.0,0,False,71622.03,0.0,9987.0,0.0,0.0
2026-03-15 15:00:00+00:00,10000.0,10000.0,0.0,0,False,71481.24,0.0,9967.368194953424,-0.0019657359614074776,0.0
2026-03-15 16:00:00+00:00,10000.0,10000.0,0.0,0,False,71437.35,0.0,9961.248158562388,-0.0006140072556097831,0.0
2026-03-15 17:00:00+00:00,10000.0,10000.0,0.0,0,False,71819.95,0.0,10014.598031499527,0.005355741779335288,0.0
2026-03-15 18:00:00+00:00,10000.0,10000.0,0.0,0,False,71390.53,0.0,9954.719561983931,-0.005979118615370926,0.0
2026-03-15 19:00:00+00:00,10000.0,10000.0,0.0,0,False,71549.94,0.0,9976.947746105492,0.0022329292134404266,0.0
2026-03-15 20:00:00+00:00,10000.0,10000.0,0.0,0,False,71730.81,0.0,10002.168319859127,0.002527884719400353,0.0
2026-03-15 21:00:00+00:00,10000.0,10000.0,0.0,0,False,72109.58,0.0,10054.984136305548,0.005280436677070899,0.0
2026-03-15 22:00:00+00:00,10000.0,10000.0,0.0,0,False,72749.44,0.0,10144.206430339938,0.008873439562399277,0.0
2026-03-15 23:00:00+00:00,10000.0,10000.0,0.0,0,False,72815.24,0.0,10153.3816045147,0.0009044743162283098,0.0
2026-03-16 00:00:00+00:00,10000.0,10000.0,0.0,0,False,72531.26,0.0,10113.783337612744,-0.003900007745631151,0.0
2026-03-16 01:00:00+00:00,10000.0,10000.0,0.0,0,False,72752.9,0.0,10144.688893905966,0.0030557858777027214,0.0
2026-03-16 02:00:00+00:00,10000.0,10000.0,0.0,0,False,72514.69,0.0,10111.472811228612,-0.0032742337418851797,0.0
2026-03-16 03:00:00+00:00,10000.0,10000.0,0.0,0,False,73573.32,0.0,10259.088535189523,0.014598835077416883,0.0
2026-03-16 04:00:00+00:00,10000.0,10000.0,0.0,0,False,73835.62,0.0,10295.663735585265,0.0035651510629122196,0.0
2026-03-16 05:00:00+00:00,10000.0,10000.0,0.0,0,False,74207.49,0.0,10347.51741370637,0.005036458013083722,0.0
2026-03-16 06:00:00+00:00,10000.0,10000.0,0.0,0,False,73714.36,0.0,10278.75520032035,-0.006645286075569912,0.0
2026-03-16 07:00:00+00:00,10000.0,10000.0,0.0,0,False,73456.68,0.0,10242.824214281556,-0.003495655391975161,0.0
2026-03-16 08:00:00+00:00,10000.0,10000.0,0.0,0,False,73135.0,0.0,10197.969046674605,-0.004379179674333322,0.0
2026-03-16 09:00:00+00:00,10000.0,10000.0,0.0,0,False,73260.92,0.0,10215.527373909954,0.0017217474533397503,0.0
2026-03-16 10:00:00+00:00,10000.0,10000.0,0.0,0,False,73783.42,0.0,10288.384949993737,0.007132042567852048,0.0
2026-03-16 11:00:00+00:00,10000.0,10000.0,0.0,0,False,73552.77,0.0,10256.223036264122,-0.0031260410536674277,0.0
2026-03-16 12:00:00+00:00,10000.0,10000.0,0.0,0,False,73864.8,0.0,10299.732604619,0.00424226035266928,0.0
2026-03-16 13:00:00+00:00,10000.0,10000.0,0.0,0,False,74109.55,0.0,10333.86062710035,0.003313486261385723,0.0
2026-03-16 14:00:00+00:00,10000.0,10000.0,0.0,0,False,73565.54,0.0,10258.003689367642,-0.007340619393856995,0.0
2026-03-16 15:00:00+00:00,10000.0,10000.0,0.0,0,False,73274.76,0.0,10217.45722817407,-0.003952665881335138,0.0
2026-03-16 16:00:00+00:00,10000.0,10000.0,0.0,0,False,73760.63,0.0,10285.207104713452,0.006630796197762967,0.0
2026-03-16 17:00:00+00:00,10000.0,10000.0,0.0,0,False,73943.18,0.0,10310.66193823325,0.0024748975164663456,0.0
2026-03-16 18:00:00+00:00,10000.0,10000.0,0.0,0,False,73913.6,0.0,10306.537293064719,-0.000400036893192679,0.0
2026-03-16 19:00:00+00:00,10000.0,10000.0,0.0,0,False,73963.0,0.0,10313.42564571264,0.0006683479089097943,0.0
2026-03-16 20:00:00+00:00,10000.0,10000.0,0.0,0,False,74236.9,0.0,10351.618354017612,0.0037032029528276666,0.0
2026-03-16 21:00:00+00:00,10000.0,10000.0,0.0,0,False,74401.36,0.0,10374.550711841037,0.002215340349610573,0.0
2026-03-16 22:00:00+00:00,10000.0,10000.0,0.0,0,False,74772.66,0.0,10426.32490897005,0.004990500173652768,0.0
2026-03-16 23:00:00+00:00,10000.0,10000.0,0.0,0,False,74884.67,0.0,10441.943621117693,0.0014980074267785248,0.0
2026-03-17 00:00:00+00:00,10000.0,10000.0,0.0,0,False,75318.48,0.0,10502.434233712727,0.005793041486328088,0.0
2026-03-17 01:00:00+00:00,10000.0,10000.0,0.0,0,False,75623.91,0.0,10545.023495843388,0.0040551800832944185,0.0
2026-03-17 02:00:00+00:00,10000.0,10000.0,0.0,0,False,75198.02,0.0,10485.637250717413,-0.005631684476510079,0.0
2026-03-17 03:00:00+00:00,10000.0,10000.0,0.0,0,False,74463.98,0.0,10383.282465744129,-0.009761427229068143,0.0
